! Synthetic meteorological forcing — North Sea 59°N, 2000-2001
! Columns: datetime  u10[m/s]  v10[m/s]  airt[°C]  hum[%]  cloud[-]  swr[W/m²]
2001-01-04 00:00:00    7.724    0.375    5.50   88.0  0.633    27.69
2001-01-05 00:00:00    7.514   -0.328    5.57   88.0  0.631    28.26
2001-01-06 00:00:00    7.623    0.632    5.64   88.0  0.628    28.88
2001-01-07 00:00:00    7.709    0.963    5.72   88.0  0.626    29.53
2001-01-08 00:00:00    8.244   -0.055    5.80   88.0  0.623    30.22
2001-01-09 00:00:00    7.582    0.398    5.87   88.0  0.620    30.95
2001-01-10 00:00:00    7.411    1.066    5.95   88.0  0.618    31.73
2001-01-11 00:00:00    7.504    0.584    6.03   88.0  0.615    32.54
2001-01-12 00:00:00    8.728    0.372    6.12   88.0  0.613    33.40
2001-01-13 00:00:00    7.498    0.344    6.20   88.0  0.610    34.30
2001-01-14 00:00:00    8.174    0.708    6.28   88.0  0.608    35.24
2001-01-15 00:00:00    8.017    0.042    6.37   88.0  0.605    36.23
2001-01-16 00:00:00    8.005    0.274    6.46   88.0  0.603    37.26
2001-01-17 00:00:00    6.887    0.277    6.54   87.9  0.601    38.34
2001-01-18 00:00:00    7.255    0.670    6.63   87.9  0.598    39.47
2001-01-19 00:00:00    8.936    1.056    6.72   87.9  0.596    40.64
2001-01-20 00:00:00    7.669    0.360    6.82   87.9  0.593    41.85
2001-01-21 00:00:00    8.291    0.817    6.91   87.9  0.591    43.12
2001-01-22 00:00:00    7.727    0.451    7.00   87.8  0.589    44.43
2001-01-23 00:00:00    9.029    0.454    7.10   87.8  0.586    45.79
2001-01-24 00:00:00    7.671    0.512    7.19   87.8  0.584    47.21
2001-01-25 00:00:00    8.190    0.155    7.29   87.8  0.582    48.67
2001-01-26 00:00:00    7.763    0.096    7.39   87.7  0.579    50.18
2001-01-27 00:00:00    7.733    0.989    7.49   87.7  0.577    51.74
2001-01-28 00:00:00    8.228    0.377    7.59   87.7  0.575    53.35
2001-01-29 00:00:00    7.374    0.287    7.69   87.6  0.573    55.02
2001-01-30 00:00:00    8.349    0.185    7.79   87.6  0.570    56.74
2001-01-31 00:00:00    8.531   -0.087    7.89   87.6  0.568    58.50
2001-02-01 00:00:00    7.642    0.817    7.99   87.5  0.566    60.33
2001-02-02 00:00:00    6.764    0.618    8.10   87.5  0.564    62.20
2001-02-03 00:00:00    6.822    0.200    8.20   87.4  0.562    64.12
2001-02-04 00:00:00    7.640    0.439    8.31   87.4  0.560    66.10
2001-02-05 00:00:00    6.127   -0.421    8.41   87.4  0.558    68.14
2001-02-06 00:00:00    7.399    0.128    8.52   87.3  0.556    70.22
2001-02-07 00:00:00    7.212    0.012    8.62   87.3  0.554    72.36
2001-02-08 00:00:00    7.041   -0.081    8.73   87.2  0.552    74.55
2001-02-09 00:00:00    7.185    0.073    8.84   87.2  0.550    76.80
2001-02-10 00:00:00    7.874    0.391    8.95   87.1  0.548    79.09
2001-02-11 00:00:00    7.228   -0.174    9.06   87.0  0.546    81.44
2001-02-12 00:00:00    7.553   -0.205    9.17   87.0  0.544    83.85
2001-02-13 00:00:00    7.475   -0.623    9.28   86.9  0.542    86.30
2001-02-14 00:00:00    7.658   -0.466    9.39   86.9  0.541    88.81
2001-02-15 00:00:00    6.964   -0.703    9.50   86.8  0.539    91.37
2001-02-16 00:00:00    7.992   -0.303    9.61   86.7  0.537    93.98
2001-02-17 00:00:00    7.955   -0.212    9.72   86.7  0.535    96.65
2001-02-18 00:00:00    6.497   -0.650    9.83   86.6  0.534    99.36
2001-02-19 00:00:00    7.695   -0.583    9.94   86.5  0.532   102.12
2001-02-20 00:00:00    6.738   -0.434   10.05   86.5  0.531   104.94
2001-02-21 00:00:00    7.161   -0.708   10.16   86.4  0.529   107.80
2001-02-22 00:00:00    7.052   -0.570   10.28   86.3  0.528   110.71
2001-02-23 00:00:00    5.885   -0.295   10.39   86.3  0.526   113.67
2001-02-24 00:00:00    6.738   -0.071   10.50   86.2  0.525   116.67
2001-02-25 00:00:00    6.533   -0.949   10.61   86.1  0.523   119.73
2001-02-26 00:00:00    7.664   -0.962   10.72   86.0  0.522   122.83
2001-02-27 00:00:00    6.715   -0.315   10.84   86.0  0.521   125.97
2001-02-28 00:00:00    6.830   -0.995   10.95   85.9  0.519   129.16
2001-03-01 00:00:00    7.050   -0.558   11.06   85.8  0.518   132.39
2001-03-02 00:00:00    7.558   -0.322   11.17   85.7  0.517   135.66
2001-03-03 00:00:00    8.394   -0.988   11.28   85.7  0.516   138.97
2001-03-04 00:00:00    6.825   -0.806   11.39   85.6  0.514   142.33
2001-03-05 00:00:00    7.372   -0.229   11.50   85.5  0.513   145.72
2001-03-06 00:00:00    7.130   -0.695   11.61   85.4  0.512   149.15
2001-03-07 00:00:00    6.338   -1.054   11.72   85.3  0.511   152.62
2001-03-08 00:00:00    7.523   -0.274   11.83   85.2  0.510   156.12
2001-03-09 00:00:00    6.494   -0.124   11.94   85.1  0.509   159.66
2001-03-10 00:00:00    6.957   -0.088   12.05   85.1  0.509   163.23
2001-03-11 00:00:00    5.725   -0.568   12.16   85.0  0.508   166.83
2001-03-12 00:00:00    6.590   -0.218   12.27   84.9  0.507   170.47
2001-03-13 00:00:00    6.926   -0.596   12.38   84.8  0.506   174.13
2001-03-14 00:00:00    6.466    0.400   12.48   84.7  0.505   177.82
2001-03-15 00:00:00    6.702    0.034   12.59   84.6  0.505   181.54
2001-03-16 00:00:00    6.300    0.039   12.69   84.5  0.504   185.28
2001-03-17 00:00:00    7.165   -0.123   12.80   84.4  0.504   189.05
2001-03-18 00:00:00    6.828   -0.379   12.90   84.3  0.503   192.84
2001-03-19 00:00:00    6.464    0.193   13.01   84.2  0.503   196.65
2001-03-20 00:00:00    5.745    0.290   13.11   84.1  0.502   200.48
2001-03-21 00:00:00    5.735   -0.242   13.21   84.0  0.502   204.33
2001-03-22 00:00:00    6.024    0.619   13.31   83.9  0.501   208.19
2001-03-23 00:00:00    6.131    0.359   13.41   83.8  0.501   212.07
2001-03-24 00:00:00    5.561    0.140   13.51   83.7  0.501   215.96
2001-03-25 00:00:00    5.290   -0.017   13.61   83.6  0.501   219.87
2001-03-26 00:00:00    6.246    0.180   13.71   83.5  0.500   223.78
2001-03-27 00:00:00    6.504    0.166   13.81   83.4  0.500   227.71
2001-03-28 00:00:00    5.630    0.644   13.90   83.3  0.500   231.63
2001-03-29 00:00:00    5.354   -0.162   14.00   83.2  0.500   235.57
2001-03-30 00:00:00    6.279    0.449   14.09   83.1  0.500   239.51
2001-03-31 00:00:00    4.495    0.367   14.18   83.0  0.500   243.45
2001-04-01 00:00:00    5.325    0.904   14.28   82.9  0.500   247.38
2001-04-02 00:00:00    5.111    0.230   14.37   82.8  0.500   251.32
2001-04-03 00:00:00    4.969    0.110   14.46   82.7  0.500   255.26
2001-04-04 00:00:00    5.023    0.015   14.54   82.6  0.501   259.19
2001-04-05 00:00:00    4.807   -0.020   14.63   82.5  0.501   263.11
2001-04-06 00:00:00    4.522    0.008   14.72   82.4  0.501   267.02
2001-04-07 00:00:00    4.959    0.281   14.80   82.3  0.502   270.93
2001-04-08 00:00:00    4.555    0.637   14.88   82.2  0.502   274.82
2001-04-09 00:00:00    5.092    0.369   14.97   82.1  0.502   278.69
2001-04-10 00:00:00    4.833    0.978   15.05   82.0  0.503   282.56
2001-04-11 00:00:00    5.133    0.641   15.13   81.9  0.503   286.40
2001-04-12 00:00:00    3.668    0.298   15.20   81.8  0.504   290.23
2001-04-13 00:00:00    3.824    0.358   15.28   81.7  0.504   294.03
2001-04-14 00:00:00    5.045    0.273   15.36   81.6  0.505   297.81
2001-04-15 00:00:00    5.066    0.155   15.43   81.5  0.506   301.57
2001-04-16 00:00:00    5.043   -0.021   15.50   81.4  0.507   305.31
2001-04-17 00:00:00    4.573    0.552   15.57   81.3  0.507   309.01
2001-04-18 00:00:00    4.920    0.366   15.64   81.2  0.508   312.68
2001-04-19 00:00:00    5.571    0.256   15.71   81.1  0.509   316.33
2001-04-20 00:00:00    4.324   -0.474   15.78   81.0  0.510   319.94
2001-04-21 00:00:00    5.383    0.214   15.84   80.9  0.511   323.52
2001-04-22 00:00:00    3.860    0.690   15.90   80.8  0.512   327.06
2001-04-23 00:00:00    5.015    0.294   15.96   80.7  0.513   330.56
2001-04-24 00:00:00    3.629    0.353   16.02   80.6  0.514   334.02
2001-04-25 00:00:00    3.986   -0.160   16.08   80.5  0.515   337.44
2001-04-26 00:00:00    4.768   -0.485   16.14   80.4  0.516   340.82
2001-04-27 00:00:00    4.480    0.255   16.19   80.3  0.517   344.15
2001-04-28 00:00:00    5.172    0.176   16.25   80.2  0.519   347.44
2001-04-29 00:00:00    3.068   -0.212   16.30   80.1  0.520   350.68
2001-04-30 00:00:00    4.081    0.107   16.35   80.0  0.521   353.87
2001-05-01 00:00:00    4.490   -0.627   16.40   79.9  0.523   357.00
2001-05-02 00:00:00    3.786    0.213   16.44   79.8  0.524   360.09
2001-05-03 00:00:00    4.675    0.442   16.49   79.7  0.525   363.12
2001-05-04 00:00:00    3.660    0.175   16.53   79.6  0.527   366.09
2001-05-05 00:00:00    4.663    0.168   16.57   79.5  0.528   369.01
2001-05-06 00:00:00    4.122    0.021   16.61   79.4  0.530   371.87
2001-05-07 00:00:00    3.318   -0.695   16.65   79.3  0.531   374.66
2001-05-08 00:00:00    4.158   -0.398   16.68   79.2  0.533   377.40
2001-05-09 00:00:00    3.607   -0.498   16.72   79.1  0.535   380.07
2001-05-10 00:00:00    3.379   -0.284   16.75   79.0  0.536   382.67
2001-05-11 00:00:00    3.019   -0.360   16.78   78.9  0.538   385.21
2001-05-12 00:00:00    3.608   -0.428   16.81   78.9  0.540   387.68
2001-05-13 00:00:00    3.069   -0.190   16.83   78.8  0.541   390.09
2001-05-14 00:00:00    4.333   -0.626   16.86   78.7  0.543   392.42
2001-05-15 00:00:00    3.971   -0.195   16.88   78.6  0.545   394.67
2001-05-16 00:00:00    1.984   -0.704   16.90   78.5  0.547   396.86
2001-05-17 00:00:00    2.950   -0.252   16.92   78.4  0.549   398.97
2001-05-18 00:00:00    3.320   -0.352   16.93   78.3  0.551   401.00
2001-05-19 00:00:00    3.503   -0.768   16.95   78.3  0.553   402.96
2001-05-20 00:00:00    2.771   -0.867   16.96   78.2  0.555   404.84
2001-05-21 00:00:00    3.019   -0.534   16.97   78.1  0.557   406.64
2001-05-22 00:00:00    3.150   -0.712   16.98   78.0  0.559   408.35
2001-05-23 00:00:00    3.478   -0.211   16.99   78.0  0.561   409.99
2001-05-24 00:00:00    3.759   -0.262   17.00   77.9  0.563   411.54
2001-05-25 00:00:00    3.041   -0.260   17.00   77.8  0.565   413.01
2001-05-26 00:00:00    3.216   -0.641   17.00   77.7  0.567   414.40
2001-05-27 00:00:00    3.519    0.089   17.00   77.7  0.569   415.69
2001-05-28 00:00:00    3.826   -0.394   17.00   77.6  0.571   416.90
2001-05-29 00:00:00    2.965   -0.255   16.99   77.5  0.574   418.03
2001-05-30 00:00:00    2.766   -0.168   16.99   77.5  0.576   419.06
2001-05-31 00:00:00    2.673   -0.383   16.98   77.4  0.578   420.01
2001-06-01 00:00:00    3.580   -0.244   16.97   77.3  0.580   420.86
2001-06-02 00:00:00    2.701    0.003   16.96   77.3  0.583   421.63
2001-06-03 00:00:00    2.710   -0.140   16.94   77.2  0.585   422.30
2001-06-04 00:00:00    2.572   -0.557   16.93   77.1  0.587   422.88
2001-06-05 00:00:00    2.557   -0.496   16.91   77.1  0.590   423.37
2001-06-06 00:00:00    2.648   -0.471   16.89   77.0  0.592   423.76
2001-06-07 00:00:00    2.972    0.147   16.87   77.0  0.595   424.07
2001-06-08 00:00:00    2.625   -0.069   16.84   76.9  0.597   424.28
2001-06-09 00:00:00    2.666   -0.589   16.82   76.8  0.599   424.39
2001-06-10 00:00:00    1.882   -0.005   16.79   76.8  0.602   424.42
2001-06-11 00:00:00    2.577    0.054   16.76   76.7  0.604   424.34
2001-06-12 00:00:00    1.876    0.157   16.73   76.7  0.607   424.18
2001-06-13 00:00:00    2.127   -0.166   16.70   76.6  0.609   423.92
2001-06-14 00:00:00    2.495    0.128   16.66   76.6  0.612   423.57
2001-06-15 00:00:00    2.905    0.427   16.63   76.6  0.614   423.12
2001-06-16 00:00:00    2.652    0.358   16.59   76.5  0.617   422.58
2001-06-17 00:00:00    1.840    0.013   16.55   76.5  0.619   421.95
2001-06-18 00:00:00    1.507    1.188   16.51   76.4  0.622   421.22
2001-06-19 00:00:00    1.683    0.291   16.46   76.4  0.624   420.41
2001-06-20 00:00:00    2.023    0.296   16.42   76.4  0.627   419.50
2001-06-21 00:00:00    1.893   -0.156   16.37   76.3  0.629   418.50
2001-06-22 00:00:00    1.668    0.009   16.32   76.3  0.632   417.41
2001-06-23 00:00:00    2.087    0.240   16.27   76.3  0.635   416.23
2001-06-24 00:00:00    1.792    0.527   16.22   76.2  0.637   414.96
2001-06-25 00:00:00    1.829    0.755   16.17   76.2  0.640   413.61
2001-06-26 00:00:00    1.913    0.554   16.11   76.2  0.642   412.17
2001-06-27 00:00:00    1.430    0.691   16.05   76.2  0.645   410.64
2001-06-28 00:00:00    1.878    0.621   15.99   76.1  0.647   409.03
2001-06-29 00:00:00    2.234    0.448   15.93   76.1  0.650   407.34
2001-06-30 00:00:00    2.167    0.383   15.87   76.1  0.653   405.56
2001-07-01 00:00:00    2.722    0.774   15.81   76.1  0.655   403.70
2001-07-02 00:00:00    2.281    0.132   15.74   76.1  0.658   401.77
2001-07-03 00:00:00    1.482    0.276   15.68   76.0  0.660   399.76
2001-07-04 00:00:00    1.902    0.596   15.61   76.0  0.663   397.67
2001-07-05 00:00:00    1.570    0.799   15.54   76.0  0.665   395.51
2001-07-06 00:00:00    2.015   -0.178   15.47   76.0  0.668   393.27
2001-07-07 00:00:00    1.771   -0.371   15.39   76.0  0.671   390.96
2001-07-08 00:00:00    1.630    0.215   15.32   76.0  0.673   388.59
2001-07-09 00:00:00    1.698    0.256   15.24   76.0  0.676   386.14
2001-07-10 00:00:00    1.804    0.147   15.16   76.0  0.678   383.63
2001-07-11 00:00:00    2.751    0.658   15.09   76.0  0.681   381.06
2001-07-12 00:00:00    1.429    0.637   15.01   76.0  0.683   378.42
2001-07-13 00:00:00    1.190   -0.017   14.93   76.0  0.686   375.72
2001-07-14 00:00:00    2.765   -0.481   14.84   76.0  0.688   372.97
2001-07-15 00:00:00    2.293   -0.222   14.76   76.0  0.691   370.16
2001-07-16 00:00:00    1.937    0.063   14.67   76.0  0.693   367.29
2001-07-17 00:00:00    2.862   -0.165   14.59   76.0  0.696   364.37
2001-07-18 00:00:00    1.984    0.227   14.50   76.1  0.698   361.40
2001-07-19 00:00:00    1.899   -0.247   14.41   76.1  0.701   358.38
2001-07-20 00:00:00    2.002   -0.011   14.32   76.1  0.703   355.32
2001-07-21 00:00:00    2.482   -0.361   14.23   76.1  0.705   352.21
2001-07-22 00:00:00    1.824   -0.020   14.14   76.1  0.708   349.05
2001-07-23 00:00:00    1.975   -0.210   14.04   76.1  0.710   345.86
2001-07-24 00:00:00    2.061   -0.400   13.95   76.2  0.713   342.63
2001-07-25 00:00:00    1.681   -0.095   13.85   76.2  0.715   339.36
2001-07-26 00:00:00    1.545    0.088   13.76   76.2  0.717   336.06
2001-07-27 00:00:00    2.215   -0.677   13.66   76.2  0.720   332.72
2001-07-28 00:00:00    2.262   -0.275   13.56   76.3  0.722   329.36
2001-07-29 00:00:00    2.516   -0.006   13.46   76.3  0.724   325.96
2001-07-30 00:00:00    1.968   -0.593   13.36   76.3  0.726   322.54
2001-07-31 00:00:00    1.864   -0.699   13.26   76.4  0.729   319.10
2001-08-01 00:00:00    1.812   -0.341   13.16   76.4  0.731   315.63
2001-08-02 00:00:00    2.211   -0.593   13.06   76.5  0.733   312.14
2001-08-03 00:00:00    1.853   -0.358   12.96   76.5  0.735   308.64
2001-08-04 00:00:00    1.991   -0.788   12.85   76.5  0.737   305.11
2001-08-05 00:00:00    2.187   -0.566   12.75   76.6  0.739   301.57
2001-08-06 00:00:00    1.749   -0.246   12.64   76.6  0.741   298.02
2001-08-07 00:00:00    2.730   -0.486   12.54   76.7  0.743   294.46
2001-08-08 00:00:00    2.395   -0.342   12.43   76.7  0.745   290.88
2001-08-09 00:00:00    2.338   -0.231   12.32   76.8  0.747   287.30
2001-08-10 00:00:00    3.207   -0.470   12.21   76.8  0.749   283.72
2001-08-11 00:00:00    2.624   -0.224   12.11   76.9  0.751   280.12
2001-08-12 00:00:00    2.261   -0.814   12.00   76.9  0.753   276.53
2001-08-13 00:00:00    2.910   -0.933   11.89   77.0  0.755   272.93
2001-08-14 00:00:00    3.380   -0.184   11.78   77.0  0.757   269.34
2001-08-15 00:00:00    2.608   -0.411   11.67   77.1  0.759   265.74
2001-08-16 00:00:00    3.419   -0.688   11.56   77.2  0.760   262.15
2001-08-17 00:00:00    1.993   -0.560   11.45   77.2  0.762   258.57
2001-08-18 00:00:00    2.473   -0.655   11.34   77.3  0.764   254.99
2001-08-19 00:00:00    2.712   -0.284   11.23   77.4  0.765   251.42
2001-08-20 00:00:00    2.260    0.187   11.11   77.4  0.767   247.86
2001-08-21 00:00:00    2.004   -0.644   11.00   77.5  0.769   244.30
2001-08-22 00:00:00    2.922   -0.289   10.89   77.6  0.770   240.76
2001-08-23 00:00:00    2.977   -0.377   10.78   77.6  0.772   237.23
2001-08-24 00:00:00    2.286   -0.348   10.67   77.7  0.773   233.72
2001-08-25 00:00:00    2.496    0.041   10.56   77.8  0.775   230.22
2001-08-26 00:00:00    2.634    0.150   10.44   77.8  0.776   226.74
2001-08-27 00:00:00    3.205    0.273   10.33   77.9  0.777   223.27
2001-08-28 00:00:00    3.399    0.235   10.22   78.0  0.779   219.83
2001-08-29 00:00:00    3.371   -0.116   10.11   78.1  0.780   216.40
2001-08-30 00:00:00    2.894   -0.471   10.00   78.1  0.781   212.99
2001-08-31 00:00:00    3.210   -0.085    9.89   78.2  0.783   209.61
2001-09-01 00:00:00    3.304    0.313    9.77   78.3  0.784   206.24
2001-09-02 00:00:00    2.468   -0.113    9.66   78.4  0.785   202.90
2001-09-03 00:00:00    3.010    0.072    9.55   78.5  0.786   199.58
2001-09-04 00:00:00    3.310   -0.085    9.44   78.6  0.787   196.29
2001-09-05 00:00:00    3.292   -0.213    9.33   78.6  0.788   193.02
2001-09-06 00:00:00    2.233    0.540    9.22   78.7  0.789   189.78
2001-09-07 00:00:00    2.701    0.186    9.11   78.8  0.790   186.56
2001-09-08 00:00:00    2.688   -0.042    9.00   78.9  0.791   183.37
2001-09-09 00:00:00    3.241    0.281    8.89   79.0  0.792   180.21
2001-09-10 00:00:00    3.976    0.561    8.79   79.1  0.793   177.08
2001-09-11 00:00:00    3.399    0.673    8.68   79.2  0.793   173.97
2001-09-12 00:00:00    4.133    0.585    8.57   79.3  0.794   170.89
2001-09-13 00:00:00    3.418    0.781    8.46   79.4  0.795   167.84
2001-09-14 00:00:00    4.551    0.684    8.36   79.4  0.796   164.83
2001-09-15 00:00:00    4.599    0.772    8.25   79.5  0.796   161.84
2001-09-16 00:00:00    4.185    0.171    8.15   79.6  0.797   158.88
2001-09-17 00:00:00    3.251    0.485    8.04   79.7  0.797   155.95
2001-09-18 00:00:00    3.020    0.321    7.94   79.8  0.798   153.06
2001-09-19 00:00:00    4.337    0.294    7.84   79.9  0.798   150.19
2001-09-20 00:00:00    4.218    0.081    7.74   80.0  0.798   147.36
2001-09-21 00:00:00    3.753    0.783    7.64   80.1  0.799   144.55
2001-09-22 00:00:00    4.153    0.549    7.54   80.2  0.799   141.78
2001-09-23 00:00:00    4.950    0.835    7.44   80.3  0.799   139.04
2001-09-24 00:00:00    3.708    0.822    7.34   80.4  0.800   136.34
2001-09-25 00:00:00    3.889    0.399    7.24   80.5  0.800   133.66
2001-09-26 00:00:00    4.254    0.702    7.15   80.6  0.800   131.02
2001-09-27 00:00:00    3.732    0.489    7.05   80.7  0.800   128.41
2001-09-28 00:00:00    4.609    0.568    6.96   80.8  0.800   125.83
2001-09-29 00:00:00    4.292    0.595    6.86   80.9  0.800   123.28
2001-09-30 00:00:00    4.092    0.605    6.77   81.0  0.800   120.77
2001-10-01 00:00:00    4.675   -0.193    6.68   81.1  0.800   118.29
2001-10-02 00:00:00    4.754    0.245    6.59   81.2  0.800   115.84
2001-10-03 00:00:00    4.423   -0.066    6.50   81.3  0.799   113.42
2001-10-04 00:00:00    4.532   -0.316    6.41   81.4  0.799   111.04
2001-10-05 00:00:00    5.549   -0.260    6.33   81.5  0.799   108.69
2001-10-06 00:00:00    4.424    0.383    6.24   81.6  0.799   106.37
2001-10-07 00:00:00    5.099    0.216    6.16   81.7  0.798   104.09
2001-10-08 00:00:00    5.616   -0.133    6.07   81.8  0.798   101.83
2001-10-09 00:00:00    4.386    0.175    5.99   81.9  0.797    99.61
2001-10-10 00:00:00    5.359   -0.215    5.91   82.1  0.797    97.42
2001-10-11 00:00:00    4.380    0.217    5.84   82.2  0.796    95.27
2001-10-12 00:00:00    5.352   -0.603    5.76   82.3  0.796    93.14
2001-10-13 00:00:00    5.506   -0.659    5.68   82.4  0.795    91.05
2001-10-14 00:00:00    4.926   -0.598    5.61   82.5  0.795    88.99
2001-10-15 00:00:00    4.900   -0.544    5.53   82.6  0.794    86.97
2001-10-16 00:00:00    4.964   -0.107    5.46   82.7  0.793    84.97
2001-10-17 00:00:00    5.469   -0.165    5.39   82.8  0.792    83.01
2001-10-18 00:00:00    5.920   -0.492    5.32   82.9  0.791    81.08
2001-10-19 00:00:00    5.465   -0.243    5.26   83.0  0.791    79.18
2001-10-20 00:00:00    6.329   -0.157    5.19   83.1  0.790    77.32
2001-10-21 00:00:00    6.217   -0.140    5.13   83.2  0.789    75.49
2001-10-22 00:00:00    6.106   -0.997    5.07   83.3  0.788    73.68
2001-10-23 00:00:00    6.068   -0.412    5.01   83.4  0.787    71.92
2001-10-24 00:00:00    5.705   -0.644    4.95   83.5  0.786    70.18
2001-10-25 00:00:00    5.516   -0.369    4.89   83.6  0.784    68.47
2001-10-26 00:00:00    6.199   -0.948    4.83   83.7  0.783    66.80
2001-10-27 00:00:00    5.937   -0.668    4.78   83.8  0.782    65.16
2001-10-28 00:00:00    5.402   -0.381    4.73   83.9  0.781    63.55
2001-10-29 00:00:00    5.763   -0.692    4.68   84.0  0.779    61.98
2001-10-30 00:00:00    5.591   -0.402    4.63   84.1  0.778    60.43
2001-10-31 00:00:00    6.020   -0.803    4.58   84.2  0.777    58.92
2001-11-01 00:00:00    5.653   -0.517    4.54   84.3  0.775    57.44
2001-11-02 00:00:00    6.324   -0.760    4.49   84.4  0.774    55.99
2001-11-03 00:00:00    6.413   -0.674    4.45   84.5  0.772    54.58
2001-11-04 00:00:00    7.580   -0.687    4.41   84.6  0.771    53.19
2001-11-05 00:00:00    5.868   -0.322    4.37   84.6  0.769    51.84
2001-11-06 00:00:00    5.859   -0.105    4.34   84.7  0.768    50.52
2001-11-07 00:00:00    7.257   -0.441    4.30   84.8  0.766    49.23
2001-11-08 00:00:00    6.488   -0.449    4.27   84.9  0.765    47.98
2001-11-09 00:00:00    6.448    0.168    4.24   85.0  0.763    46.75
2001-11-10 00:00:00    6.940   -0.498    4.21   85.1  0.761    45.56
2001-11-11 00:00:00    7.310    0.157    4.18   85.2  0.759    44.40
2001-11-12 00:00:00    6.824   -0.352    4.16   85.3  0.758    43.27
2001-11-13 00:00:00    6.658   -0.355    4.13   85.4  0.756    42.17
2001-11-14 00:00:00    6.902   -0.173    4.11   85.4  0.754    41.11
2001-11-15 00:00:00    5.593    0.239    4.09   85.5  0.752    40.08
2001-11-16 00:00:00    6.849    0.324    4.07   85.6  0.750    39.07
2001-11-17 00:00:00    6.726    0.096    4.06   85.7  0.748    38.10
2001-11-18 00:00:00    7.393    0.195    4.04   85.8  0.746    37.16
2001-11-19 00:00:00    7.020    1.081    4.03   85.9  0.744    36.26
2001-11-20 00:00:00    6.832    0.205    4.02   85.9  0.742    35.38
2001-11-21 00:00:00    7.823   -0.050    4.01   86.0  0.740    34.54
2001-11-22 00:00:00    6.474   -0.203    4.01   86.1  0.738    33.72
2001-11-23 00:00:00    7.300    0.449    4.00   86.2  0.736    32.94
2001-11-24 00:00:00    7.441   -0.112    4.00   86.2  0.734    32.19
2001-11-25 00:00:00    7.611    0.684    4.00   86.3  0.732    31.47
2001-11-26 00:00:00    7.095    0.363    4.00   86.4  0.730    30.78
2001-11-27 00:00:00    7.518    0.490    4.00   86.4  0.727    30.12
2001-11-28 00:00:00    7.536    0.079    4.01   86.5  0.725    29.49
2001-11-29 00:00:00    7.162    0.063    4.02   86.6  0.723    28.89
2001-11-30 00:00:00    7.599    0.605    4.03   86.6  0.721    28.33
2001-12-01 00:00:00    7.267    0.551    4.04   86.7  0.718    27.79
2001-12-02 00:00:00    6.571    0.733    4.05   86.8  0.716    27.28
2001-12-03 00:00:00    7.147    0.525    4.07   86.8  0.714    26.80
2001-12-04 00:00:00    7.969    0.267    4.08   86.9  0.711    26.36
2001-12-05 00:00:00    8.041    0.536    4.10   87.0  0.709    25.94
2001-12-06 00:00:00    7.486    0.667    4.12   87.0  0.707    25.55
2001-12-07 00:00:00    6.877    0.677    4.14   87.1  0.704    25.20
2001-12-08 00:00:00    7.560    0.805    4.17   87.1  0.702    24.87
2001-12-09 00:00:00    7.448    0.377    4.19   87.2  0.699    24.57
2001-12-10 00:00:00    7.768    0.458    4.22   87.2  0.697    24.30
2001-12-11 00:00:00    7.022    0.404    4.25   87.3  0.695    24.06
2001-12-12 00:00:00    8.268    0.418    4.28   87.3  0.692    23.86
2001-12-13 00:00:00    7.223    0.641    4.32   87.4  0.690    23.68
2001-12-14 00:00:00    6.755   -0.232    4.35   87.4  0.687    23.53
2001-12-15 00:00:00    7.702    0.434    4.39   87.5  0.685    23.41
2001-12-16 00:00:00    7.837    0.086    4.43   87.5  0.682    23.32
2001-12-17 00:00:00    7.672   -0.095    4.47   87.5  0.680    23.26
2001-12-18 00:00:00    7.878   -0.191    4.51   87.6  0.677    23.23
2001-12-19 00:00:00    7.713    0.340    4.56   87.6  0.674    23.24
2001-12-20 00:00:00    6.928    0.070    4.60   87.7  0.672    23.27
2001-12-21 00:00:00    8.218    0.656    4.65   87.7  0.669    23.33
2001-12-22 00:00:00    7.089    0.256    4.70   87.7  0.667    23.43
2001-12-23 00:00:00    7.239   -0.287    4.75   87.8  0.664    23.56
2001-12-24 00:00:00    8.670    0.279    4.81   87.8  0.662    23.72
2001-12-25 00:00:00    7.485    0.105    4.86   87.8  0.659    23.91
2001-12-26 00:00:00    8.222    0.054    4.92   87.8  0.656    24.13
2001-12-27 00:00:00    9.037    0.143    4.98   87.9  0.654    24.39
2001-12-28 00:00:00    6.429   -0.165    5.04   87.9  0.651    24.68
2001-12-29 00:00:00    7.568   -0.178    5.10   87.9  0.649    25.00
2001-12-30 00:00:00    7.953   -0.350    5.16   87.9  0.646    25.36
2001-12-31 00:00:00    7.413    0.218    5.22   87.9  0.644    25.75
2002-01-01 00:00:00    8.263   -0.162    5.29   87.9  0.641    26.18
